#{"t_start": 1782840714.3012211, "env_id": "None"}
r,l,t
-3898.740877,40,1479.645142
-3833.80706,40,1479.714607
-4888.174717,40,1479.783892
-4242.012909,40,1479.853237
-3920.849142,40,1479.922076
-4476.780387,40,1479.991697
-3520.827912,40,1480.061335
-4185.479316,40,1480.131606
-4009.098199,40,1480.199904
-3740.403397,40,1480.269144
-4482.765557,40,1480.339666
-3963.93911,40,1480.411511
-4017.631269,40,1480.48163
-4383.016046,40,1480.552058
-3606.178926,40,1480.620741
-3929.449389,40,1480.690302
-4337.227894,40,1480.759654
-4627.107915,40,1480.830198
-4539.1932,40,1480.899571
-3444.508214,40,1480.970275
-3666.350574,40,1481.041514
-3640.322813,40,1481.110432
-4191.254723,40,1481.180208
-3771.162161,40,1481.24878
-3536.754522,40,1481.318269
-3445.687577,40,1481.386508
-4157.596917,40,1481.457469
-3825.439461,40,1481.527214
-3467.971537,40,1481.596677
-3904.696379,40,1481.665368
-4614.264483,40,1481.735199
-3075.453801,40,1481.804119
-4399.653379,40,1481.873542
-4392.095302,40,1481.943418
-4304.585557,40,1482.01335
-4303.360231,40,1482.081915
-3818.810865,40,1482.151481
-3841.447186,40,1482.22214
-5472.441096,40,1482.292216
-4798.049322,40,1482.362962
-4724.779934,40,1482.43605
-5411.78088,40,1482.509092
-5840.998272,40,1482.579278
-5235.35292,40,1482.650376
-5105.43112,40,1482.719311
-4168.648263,40,1482.790281
-5038.419956,40,1482.862361
-5019.190832,40,1482.932416
-3467.99639,40,1483.001484
-4454.370235,40,1483.07
-5309.640012,40,1483.139443
-4511.399609,40,1483.208243
-4237.15389,40,1483.278596
-4214.646125,40,1483.348559
-4485.433265,40,1483.420225
-3643.664739,40,1483.488298
-3441.53475,40,1483.557323
-3905.641401,40,1483.626581
-4267.641175,40,1483.695906
-3993.486078,40,1483.764915
-3949.002177,40,1483.836223
-5149.135549,40,1483.905903
-4268.830561,40,1483.976048
-4231.16113,40,1484.04585
-4057.404239,40,1484.114685
-4228.623667,40,1484.184185
-3947.879022,40,1484.25371
-3871.844032,40,1484.323627
-3464.582848,40,1484.393895
-3594.81973,40,1484.467753
-3624.596738,40,1484.537201
-3516.395759,40,1484.606544
-3516.159111,40,1484.675739
-3515.368041,40,1484.745388
-3088.272853,40,1484.814203
-3352.761409,40,1484.882683
-3352.75115,40,1484.952165
-3596.999062,40,1485.021939
-3575.583734,40,1485.091508
-3198.471949,40,1485.161415
-3439.395215,40,1485.232075
-3352.816588,40,1485.301939
-3615.101946,40,1485.372014
-3903.65423,40,1485.443013
-3219.922312,40,1485.514686
-3106.432427,40,1485.585883
-3718.444904,40,1485.668534
-3903.263497,40,1485.748652
-3934.455806,40,1485.818103
-4483.046055,40,1485.899703
-3660.106821,40,1485.968949
-4216.313091,40,1486.049588
-3123.898836,40,1486.116877
-3468.064626,40,1486.196895
-4121.385961,40,1486.264683
-3182.749508,40,1486.345658
-3902.696602,40,1486.420718
-2641.30582,40,1486.498082
-3371.764869,40,1486.57954
-2602.946639,40,1486.646872
-3274.985981,40,1486.717098
-3271.113648,40,1486.785488
-3506.71515,40,1486.855362
-4078.637816,40,1486.92512
-3506.326136,40,1486.995107
-2978.607699,40,1487.063079
-3749.267126,40,1487.132563
-2978.146472,40,1487.20099
-3405.610913,40,1487.271012
-2803.689764,40,1487.339803
-2689.375385,40,1487.414541
-3813.113422,40,1487.483732
-3100.184925,40,1487.554324
-3789.772695,40,1487.625302
-3492.726889,40,1487.695259
-3143.689914,40,1487.764877
-3195.89668,40,1487.834621
-3992.581601,40,1487.904039
-2682.850095,40,1487.975332
-2538.635368,40,1488.045608
-3409.701483,40,1488.114959
-2745.154936,40,1488.183946
-2947.969591,40,1488.253125
-3199.133581,40,1488.323327
-2841.847503,40,1488.392748
-3149.950055,40,1488.462728
-3515.283184,40,1488.533623
-2740.926724,40,1488.603244
-3600.637918,40,1488.673779
-3353.296266,40,1488.743285
-3049.676991,40,1488.814555
-3352.781078,40,1488.882565
-3140.902937,40,1488.953267
-3353.360137,40,1489.021991
-3351.889633,40,1489.091962
-3611.318222,40,1489.160141
-3626.49492,40,1489.229676
-3035.503485,40,1489.298132
-3353.55868,40,1489.367931
-3087.78921,40,1489.439309
-2970.542683,40,1489.511868
-2382.508826,40,1489.58125
-2854.689869,40,1489.650428
-3243.033842,40,1489.719847
-2539.778367,40,1489.789282
-3352.366962,40,1489.859774
-2540.806953,40,1489.929086
-3686.720495,40,1489.997759
-3795.693824,40,1490.066372
-3761.251758,40,1490.135948
-3924.306134,40,1490.207314
-2791.806674,40,1490.277234
-2691.896116,40,1490.347709
-3353.703335,40,1490.419055
-3193.342153,40,1490.490343
-3486.42049,40,1490.561641
-3726.279216,40,1490.631776
-3358.9722,40,1490.701317
-3487.087809,40,1490.77062
-3139.79679,40,1490.840642
-3587.472095,40,1490.912486
-3742.130208,40,1490.981313
-3705.345149,40,1491.050053
-3088.216946,40,1491.118602
-3365.456734,40,1491.188166
-3185.04671,40,1491.257271
-3393.103352,40,1491.326993
-3789.409397,40,1491.396612
-4557.657016,40,1491.467627
-3710.550134,40,1491.537441
-3914.784946,40,1491.609284
-3261.462196,40,1491.678308
-3845.616163,40,1491.747469
-3803.021229,40,1491.816788
-3350.61111,40,1491.886329
-3933.727462,40,1491.957189
-3869.247433,40,1492.025735
-3871.4456,40,1492.094146
-4023.141875,40,1492.162852
-4132.620782,40,1492.232035
-3861.652941,40,1492.304655
-3088.312239,40,1492.387071
-3299.25666,40,1492.474741
-4045.428657,40,1492.562443
-3351.040414,40,1492.649571
-3907.066515,40,1492.736325
-3541.112749,40,1492.82334
-3200.552547,40,1492.910732
-2993.068098,40,1492.997754
-3353.667757,40,1493.073032
-3363.155,40,1493.143274
-4055.710987,40,1493.211729
-4039.242745,40,1493.284581
-3346.672214,40,1493.356488
-3364.723184,40,1493.42692
-3822.432557,40,1493.497435
-3370.446197,40,1493.566487
-3621.296714,40,1493.637013
-3481.302203,40,1493.70703
-3485.516822,40,1493.776739
-3693.833696,40,1493.848574
-3482.867094,40,1493.919626
-3481.541879,40,1493.991355
-3493.764519,40,1494.065118
-3823.0885,40,1494.136192
-3673.601886,40,1494.206854
-3993.853378,40,1494.27744
-3301.856784,40,1494.34946
-3778.717317,40,1494.422189
-2983.475033,40,1494.491424
-3493.829353,40,1494.568985
-2983.93572,40,1494.644151
-3342.825595,40,1494.714153
-4045.205366,40,1494.782479
-3302.465163,40,1494.853285
-2853.380516,40,1494.923355
-2753.162436,40,1494.992549
-3410.919702,40,1495.062472
-3819.515562,40,1495.130948
-3354.231129,40,1495.199685
-3599.45623,40,1495.272128
-3368.183767,40,1495.343824
-3303.784197,40,1495.412058
-4095.085328,40,1495.48136
-4064.376845,40,1495.551015
-3370.24213,40,1495.621116
-3589.442111,40,1495.690686
-4548.905557,40,1495.795586
-4222.064807,40,1495.868154
-4106.182199,40,1495.940134
-4266.482242,40,1496.010989
-3921.392077,40,1496.079337
-4910.38885,40,1496.148664
-4432.781392,40,1496.217852
-4439.281682,40,1496.288492
-4479.57823,40,1496.358692
-4593.294533,40,1496.429141
-4414.857635,40,1496.498929
-4910.290742,40,1496.572265
-4519.540892,40,1496.645521
-4693.982532,40,1496.71602
-4632.373196,40,1496.786461
-4827.59214,40,1496.85582
-4898.586485,40,1496.926192
-4998.738805,40,1496.994904
-5394.828135,40,1497.064372
-4577.501062,40,1497.164598
-4196.857272,40,1497.25398
-4602.624551,40,1497.326648
-4566.515474,40,1497.39806
-4674.119517,40,1497.471377
-4893.656995,40,1497.547782
-5135.352543,40,1497.622008
-4372.181844,40,1497.704448
-5041.008695,40,1497.773156
-4330.626894,40,1497.856089
-4560.7512,40,1497.925306
-4565.296705,40,1497.994555
-4200.858281,40,1498.063179
-4720.159916,40,1498.133458
-5115.897512,40,1498.204832
-4972.244352,40,1498.278004
-4926.408724,40,1498.34768
-4385.805794,40,1498.417873
-4551.906123,40,1498.488174
-5237.243464,40,1498.557695
-5201.476525,40,1498.629329
-5049.744752,40,1498.698577
-4910.060965,40,1498.768362
-5066.266427,40,1498.838421
-4812.327966,40,1498.910137
-4520.144059,40,1498.979053
-3912.102251,40,1499.048071
-4475.029978,40,1499.11694
-5269.519777,40,1499.18616
-4818.084853,40,1499.257731
-4648.204655,40,1499.326709
-5012.385059,40,1499.398638
-4459.252169,40,1499.46904
-4088.589265,40,1499.538275
-5309.491015,40,1499.608254
-4634.348637,40,1499.67718
-4539.22073,40,1499.745615
-5600.814114,40,1499.815275
-4550.659219,40,1499.885851
-4811.04827,40,1499.956605
-6181.705211,40,1500.025169
-5456.067136,40,1500.094688
-5856.42303,40,1500.163396
-5457.994066,40,1500.232519
-5483.874724,40,1500.303172
-5273.962439,40,1500.372658
-5473.005676,40,1500.442277
-4871.548052,40,1500.51127
-4875.251667,40,1500.580311
-4871.829578,40,1500.65228
-5012.139768,40,1500.721966
-4547.054753,40,1500.791696
-5287.485983,40,1500.86153
-4768.314927,40,1500.930274
-5143.678125,40,1501.000715
-4867.925284,40,1501.069541
-4872.439805,40,1501.138767
-4324.227369,40,1501.207132
-4455.072675,40,1501.276331
-5064.365181,40,1501.344634
-4809.587069,40,1501.414412
-5013.136148,40,1501.484921
-3468.474611,40,1501.554666
-3598.600353,40,1501.622872
-3976.822374,40,1501.692783
-4421.369228,40,1501.761943
-3894.373051,40,1501.833769
-4814.211117,40,1501.904248
-3727.901312,40,1501.974241
-4660.424563,40,1502.042418
-4308.694836,40,1502.110554
-4538.736932,40,1502.180594
-4425.954881,40,1502.251615
-4542.04056,40,1502.322896
-3613.698898,40,1502.394433
-3587.968879,40,1502.465889
-3588.188484,40,1502.534833
-3844.492187,40,1502.606497
-3249.414376,40,1502.677805
-3630.862759,40,1502.746468
-3613.658272,40,1502.82003
-3556.006014,40,1502.889645
-3190.301196,40,1502.959939
-3737.028634,40,1503.029151
-3555.87718,40,1503.100886
-3601.924386,40,1503.17038
-3606.617376,40,1503.239818
-3060.507263,40,1503.309636
-3208.702566,40,1503.380797
-3451.021017,40,1503.450814
-4236.862396,40,1503.519481
-3466.416413,40,1503.587829
-3531.112928,40,1503.657347
-3293.738547,40,1503.725961
-4022.15404,40,1503.796157
-3201.725548,40,1503.867254
-3374.631552,40,1503.93768
-4239.6804,40,1504.006484
-3059.913186,40,1504.074745
-4441.860322,40,1504.142587
-4018.374882,40,1504.210224
-3753.385304,40,1504.279664
-4462.830925,40,1504.351999
-4696.66156,40,1504.42245
-4249.081452,40,1504.493016
-4227.715266,40,1504.56336
-4799.481761,40,1504.635014
-4903.484551,40,1504.704754
-4149.01965,40,1504.773817
-4644.257924,40,1504.844569
-4279.637584,40,1504.914566
-4599.530007,40,1504.984662
-4522.030339,40,1505.053265
-4513.971965,40,1505.12182
-4696.568392,40,1505.191946
-4320.260585,40,1505.26197
-5070.02643,40,1505.332371
-4765.429312,40,1505.403039
-4630.07469,40,1505.473706
-4739.160547,40,1505.542338
-5172.859476,40,1505.620661
-4578.599256,40,1505.69119
-4081.866133,40,1505.773321
-4500.230729,40,1505.847006
-4447.339221,40,1505.924728
-4471.978124,40,1506.007415
-4508.721873,40,1506.075496
-4732.491773,40,1506.15701
-5066.608749,40,1506.224886
-5095.919207,40,1506.306345
-4676.456883,40,1506.375139
-4728.937572,40,1506.458019
-5043.478216,40,1506.536403
-4938.217925,40,1506.611623
-4971.871473,40,1506.700383
-4683.710272,40,1506.787228
-4603.796323,40,1506.874278
-4545.87988,40,1506.959423
-4275.875966,40,1507.025404
-4178.692435,40,1507.096241
-4725.278923,40,1507.164289
-4437.63531,40,1507.234127
-4420.481766,40,1507.303432
-4252.603513,40,1507.374016
-4047.068524,40,1507.446277
-4239.659224,40,1507.516281
-4252.495654,40,1507.586626
-3765.929459,40,1507.65632
-3951.875755,40,1507.726104
-4293.698209,40,1507.796653
-4054.354093,40,1507.867923
-4141.954612,40,1507.937484
-4554.242601,40,1508.007235
-4440.717543,40,1508.076551
-4573.272446,40,1508.15888
-4720.009374,40,1508.234308
-4548.372021,40,1508.311828
-4457.7115,40,1508.395654
-4361.698361,40,1508.466253
-4436.1205,40,1508.548531
-4432.862903,40,1508.618693
-4713.938726,40,1508.701178
-4770.645363,40,1508.76962
-4912.818039,40,1508.8504
-4913.781989,40,1508.921647
-4837.526494,40,1508.991612
-5008.103877,40,1509.060585
-4941.894584,40,1509.130642
-4540.551698,40,1509.200289
-4654.831452,40,1509.269425
-4666.632596,40,1509.340957
-4476.095064,40,1509.411132
-4747.234295,40,1509.482019
-4652.885305,40,1509.55195
-4339.11635,40,1509.621598
-4490.245743,40,1509.690544
-4837.464966,40,1509.760649
-4388.738508,40,1509.830143
-4529.313315,40,1509.900347
-4636.797484,40,1509.970089
-4390.022129,40,1510.038725
-4821.402342,40,1510.107409
-4389.281641,40,1510.176033
-4187.866139,40,1510.245784
-4585.839176,40,1510.316725
-4358.505939,40,1510.385673
-4094.221436,40,1510.455159
-4792.273418,40,1510.52364
-4188.67871,40,1510.591326
-4884.138058,40,1510.660033
-4757.659326,40,1510.733322
-4875.754745,40,1510.801826
-5255.542311,40,1510.869454
-5017.08279,40,1510.93886
-4912.710627,40,1511.007504
-5258.067415,40,1511.076797
-4463.427419,40,1511.146177
-4370.494781,40,1511.21591
-4768.906722,40,1511.284973
-5022.295039,40,1511.353509
-5074.92242,40,1511.422404
-4811.473023,40,1511.491523
-4754.200416,40,1511.562273
-4973.270763,40,1511.631985
-4846.056439,40,1511.702218
-4811.524072,40,1511.770971
-4858.337303,40,1511.840099
-5046.641544,40,1511.909317
-4643.644645,40,1511.979771
-4654.467595,40,1512.049127
-5220.359742,40,1512.119329
-4425.214512,40,1512.188089
-4947.448089,40,1512.258382
-4908.983532,40,1512.328588
-4680.302455,40,1512.399841
-4731.901311,40,1512.469958
-4760.003771,40,1512.539604
-5001.264498,40,1512.609595
-4983.647642,40,1512.678687
-4598.604853,40,1512.753371
-4618.738121,40,1512.833757
-4875.113507,40,1512.903368
-4668.634776,40,1512.972842
-4680.122879,40,1513.042135
-4865.775188,40,1513.1123
-5088.067753,40,1513.182108
-4833.510663,40,1513.252191
-4666.216148,40,1513.321334
-4723.503079,40,1513.391346
-4660.789425,40,1513.46231
-4878.353328,40,1513.531853
-5212.954753,40,1513.600535
-4876.818372,40,1513.66942
-5220.413975,40,1513.737676
-5059.003456,40,1513.808811
-4323.29057,40,1513.878835
-5101.893146,40,1513.948968
-4645.923393,40,1514.017886
-4457.474275,40,1514.086945
-4323.788857,40,1514.155107
-4721.341507,40,1514.22476
-4170.075248,40,1514.295848
-4590.299067,40,1514.36704
-3934.549429,40,1514.436789
-4151.623017,40,1514.506835
-4606.685629,40,1514.577407
-4467.979353,40,1514.647396
-4054.947496,40,1514.718595
-4226.358097,40,1514.788589
-4435.106015,40,1514.859322
-4513.355352,40,1514.929328
-4650.385149,40,1515.01095
-4540.779674,40,1515.083155
-4799.257071,40,1515.159523
-4626.551444,40,1515.240956
-5139.216339,40,1515.311682
-5209.885153,40,1515.393404
-4807.527677,40,1515.463633
-4486.459473,40,1515.54427
-4508.812346,40,1515.613515
-4925.719308,40,1515.683415
-4541.678721,40,1515.751814
-4656.28494,40,1515.821686
-4544.371917,40,1515.891301
-4496.038192,40,1515.963298
-4469.664054,40,1516.04412
-4821.100666,40,1516.113651
-3657.664668,40,1516.183686
-4429.608568,40,1516.25462
-4442.326385,40,1516.325475
-4508.01106,40,1516.396786
-4733.001033,40,1516.468162
-4451.748269,40,1516.537766
-4626.866951,40,1516.608512
-4103.760403,40,1516.679601
-4149.707968,40,1516.762906
-4363.627238,40,1516.848378
-4397.47165,40,1516.916839
-4452.7918,40,1516.998311
-4450.108906,40,1517.066369
-4536.653135,40,1517.146906
-4918.335856,40,1517.214435
-3572.258122,40,1517.296612
-4130.532717,40,1517.370239
-4379.296338,40,1517.448372
-3920.583409,40,1517.517636
-4308.483642,40,1517.586891
-3662.544093,40,1517.668706
-5107.275574,40,1517.735571
-4710.218178,40,1517.817958
-4306.63286,40,1517.886408
-4269.623342,40,1517.968325
-4047.173152,40,1518.035888
-4241.151526,40,1518.116084
-4101.864432,40,1518.192266
-4267.234002,40,1518.266625
-4041.666222,40,1518.348476
-4534.931819,40,1518.41712
-4607.884694,40,1518.498865
-4262.334506,40,1518.566922
-4108.379746,40,1518.637417
-4099.339926,40,1518.707097
-4106.109169,40,1518.780644
-4130.279707,40,1518.852585
-4149.720189,40,1518.926054
-4222.699669,40,1518.995709
-4306.419948,40,1519.066536
-4109.081676,40,1519.136622
-4241.406636,40,1519.206957
-4120.44944,40,1519.278897
-4291.010971,40,1519.348948
-4266.726368,40,1519.419404
-4278.159039,40,1519.492775
-3951.102246,40,1519.56216
-3954.356986,40,1519.633039
-3781.114051,40,1519.703863
-4116.722453,40,1519.77497
-3644.097395,40,1519.846161
-4073.904821,40,1519.917191
-4817.235489,40,1519.986517
-3717.50089,40,1520.057905
-3998.453251,40,1520.127605
-3841.390558,40,1520.196959
-4451.515985,40,1520.267244
-3716.738105,40,1520.339024
-3726.244506,40,1520.411349
-3726.477993,40,1520.481027
-3875.368108,40,1520.548727
-3860.625299,40,1520.617345
-4208.338633,40,1520.69298
-4357.205503,40,1520.769545
-4143.698979,40,1520.886095
-4596.794864,40,1520.960459
-4465.899061,40,1521.043163
-4386.544081,40,1521.120267
-4218.597602,40,1521.19528
-4371.228614,40,1521.265484
-4635.107731,40,1521.333597
-5047.571175,40,1521.4056
-4335.075619,40,1521.476473
-4691.95588,40,1521.54622
-4499.56728,40,1521.614754
-4549.4292,40,1521.684653
-4444.696374,40,1521.754988
-4344.467808,40,1521.826884
-4470.462964,40,1521.896688
-4606.13481,40,1521.968837
-5237.982232,40,1522.039125
-4287.482122,40,1522.110253
-5267.09083,40,1522.179991
-4406.924513,40,1522.249171
-4804.541105,40,1522.319742
-4652.389146,40,1522.39282
-5475.527447,40,1522.463067
-4623.048257,40,1522.533232
-4276.627951,40,1522.603116
-4086.541739,40,1522.673096
-4762.47108,40,1522.74332
-4934.852035,40,1522.81971
-4415.955055,40,1522.892861
-4643.077775,40,1522.976203
-3937.210477,40,1523.044218
-5167.455018,40,1523.125364
-3836.094058,40,1523.193114
-4697.81283,40,1523.264848
-4558.185953,40,1523.334249
-4631.505776,40,1523.405874
-4295.029839,40,1523.476063
-4197.612248,40,1523.547869
-4425.806528,40,1523.618198
-4171.208701,40,1523.689342
-5412.610467,40,1523.759999
-4822.282451,40,1523.830529
-4570.381182,40,1523.901499
-4815.456283,40,1523.974179
-4635.348171,40,1524.044288
-4592.94486,40,1524.112585
-4314.943499,40,1524.18203
-4301.783878,40,1524.251172
-4528.737772,40,1524.321749
-4866.44111,40,1524.392512
-4006.975665,40,1524.462927
-4182.478602,40,1524.531588
-4387.969701,40,1524.600542
-4627.182818,40,1524.671164
-4421.747359,40,1524.740663
-5069.061044,40,1524.812268
-4869.674822,40,1524.885027
